ID,Construction_ID,Parameter_ID,Code_ID,Example_IDs,Source,Value,Comment
constr240-cparam11,constr240,cparam11,cparam11-c4,,campbell-2010,either T or R (but not both),Relativization is postnominal gapping (additionally involves with the relativizing determiner hay and a relative enclitic –i). Both R and T can be relativized.
constr240-cparam9,constr240,cparam9,cparam9-c3,ex1181,,only R,p. 8. By the ‘reflexive object marker’ ‘ahdi in the applicative construction. Only R can be coreferential to A:
constr242-cparam2,constr242,cparam2,cparam2-c2,,gijn-2006,no flagging,All the core arguments are unmarked for case.
constr242-cparam3,constr242,cparam3,cparam3-c2,,gijn-2006,no flagging,All the core arguments are unmarked for case.
constr242-cparam6,constr242,cparam6,cparam6-c2,,gijn-2006,neutral,All the core arguments are unmarked for case.
constr242-cparam7,constr242,cparam7,cparam7-c9,,gijn-2006,secundative,"Indexing is usually secundative, as object agreement prefixes refer to the applied object; yet when the T is pronominal, it would also be indexed by another object prefix. All ditransitives are derived, the applied object is coded as P by the object prefixes; these differ from the regular object prefixes only in the 3sg, which is zero for basic objects but ka- for the applied object. Indexing is usually secundative, as object agreement prefixes refer to the applied object."
constr242-cparam1,constr242,cparam1,cparam1-c3,,gijn-2006[284],either order,"Main clauses are V-initial, but otherwise the order is pragmatically determined. Clause initial position is topical, however topics can also occur in clause final position. The immediate preverbal position is a focus position (e.g. WH-words occur in that position)."
constr242-cparam12,constr242,cparam12,cparam12-c5,ex1188,gijn-2006[281],no restrictions,"WH-words are sentence initial, as the immediate preverbal position is the focus position. Apparently, no restrictions. An example of T-questioning is (42c(, p. 289."
constr242-cparam13,constr242,cparam13,cparam13-c1,,gijn-2006,neither recipient nor theme,There is no incorporation; compounding is restricted to the nominal compounds.
constr243-cparam3,constr243,cparam3,cparam3-c2,ex1193,ch001coghilltv,no flagging,
constr243-cparam6,constr243,cparam6,cparam6-c2,,ch001coghilltv,neutral,Note that R is normally not expressed \(does not double indexing on the verb).
constr243-cparam4,constr243,cparam4,cparam4-c8,,ch001coghilltv,suffixes,R (like P) is indexed by object agreement suffixes (in the first postverbal slot).
constr243-cparam5,constr243,cparam5,cparam5-c3,,ch001coghilltv,no indexing,
constr243-cparam7,constr243,cparam7,cparam7-c9,,ch001coghilltv,secundative,
constr244-cparam2,constr244,cparam2,cparam2-c6,ex1194,ch001coghilltv,preposition,R is introduced by the preposition ta.
constr244-cparam3,constr244,cparam3,cparam3-c2,,ch001coghilltv,no flagging,
constr244-cparam4,constr244,cparam4,cparam4-c8,,ch001coghilltv,suffixes,R (like P) is indexed by object agreement suffixes (in the first postverbal slot).
constr244-cparam5,constr244,cparam5,cparam5-c3,,ch001coghilltv,no indexing,
constr244-cparam6,constr244,cparam6,cparam6-c1,,ch001coghilltv,indirective,
constr244-cparam7,constr244,cparam7,cparam7-c9,,ch001coghilltv,secundative,The verbs agrees with the R.
constr245-cparam2,constr245,cparam2,cparam2-c6,,ch001coghilltv,preposition,R is introduced by the preposition ta.
constr245-cparam3,constr245,cparam3,cparam3-c2,ex1195,ch001coghilltv,no flagging,
constr245-cparam4,constr245,cparam4,cparam4-c3,,ch001coghilltv,no indexing,
constr245-cparam5,constr245,cparam5,cparam5-c3,,ch001coghilltv,no indexing,
constr245-cparam6,constr245,cparam6,cparam6-c1,,ch001coghilltv,indirective,
constr245-cparam7,constr245,cparam7,cparam7-c5,,ch001coghilltv,neutral,
constr246-cparam2,constr246,cparam2,cparam2-c6,ex1196,ch001coghilltv,preposition,R is introduced by the dative preposition ta.
constr246-cparam3,constr246,cparam3,cparam3-c2,,ch001coghilltv,no flagging,
constr246-cparam4,constr246,cparam4,cparam4-c3,,ch001coghilltv,no indexing,
constr246-cparam5,constr246,cparam5,cparam5-c8,ex1197,ch001coghilltv,suffixes,T (like P) is indexed by object agreement suffixes (in the first postverbal slot).
constr246-cparam6,constr246,cparam6,cparam6-c1,,ch001coghilltv,indirective,
constr246-cparam7,constr246,cparam7,cparam7-c2,,ch001coghilltv,indirective,
constr247-cparam4,constr247,cparam4,cparam4-c8,ex1198,ch001coghilltv,suffixes,R (like P) is indexed by object agreement suffixes (in the first postverbal slot).
constr247-cparam5,constr247,cparam5,cparam5-c8,,ch001coghilltv,suffixes,"T (like R and P) is indexed by object agreement suffixes in the second postverbal slot, but it is introduced by the i-suffix which makes it look as a specialized T-agreement."
constr247-cparam7,constr247,cparam7,cparam7-c9,,ch001coghilltv,secundative,"Rather secundative not only in the order of agreement suffixes, but also partially in form: the second T-agreement suffix is introduced by the i-suffix."
constr244-cparam8,constr244,cparam8,cparam8-c4,ex1202,ch001coghilltv,only T,"No regular passive, but the perfective Qəl- verbs historically derive from passives. The promotion to this quasi-passive construction, is possible for themes from the indirective pattern; note that (pronominal) T is indexed in the subject slot in ex. 32 / 6633 below. Thus, passivization is indirective, but in this dialect only 3rd person infixes are used. In another dialect which allows for 1,2 person ‘infixes’, these can be used for R. And even for the Telkepe dialect some speakers allow for R promotion to the subject slot."
constr248-cparam2,constr248,cparam2,cparam2-c2,,fedden-2010,no flagging,
constr248-cparam3,constr248,cparam3,cparam3-c2,ex1204,fedden-2010,no flagging,
constr248-cparam6,constr248,cparam6,cparam6-c2,,fedden-2010,neutral,
constr248-cparam5,constr248,cparam5,cparam5-c5,,fedden-2010,prefixes,"With basic ditransitives like GIVE, T is marked by classifier prefixes, also indexing P of some monotransitives (verbs of handling and caused motion)."
constr248-cparam4,constr248,cparam4,cparam4-c8,ex1205,fedden-2010,suffixes,"R is marked by the recipient suffixes, which are similar to non-productive object prefixes of very few monotransitives, but differ from them in position, and slightly in form. Recipient suffixes differ somewhat for the perfective and imperfective GIVE in some forms 3sgM -a- vs. -ha-, etc (cf. the animate plural suffix -ye- in the example used in imperfective)."
constr248-cparam7,constr248,cparam7,cparam7-c2,,fedden-2010,indirective,"Indexing is indirective insofar as the T is marked by classifier prefixes as with monotransitives and, while R is marked by recipient suffixes. Note, however, that theme marking through classifiers is unproductive with monotransitives. Note further that recipient suffixes are similar in form with object prefixes found with some few monotransitives. Yet in terms of position the alignment is clearly rather indirective: T (like some Ps) is marked by prefixes, R is marked by suffixes. Fedden (2008++) suggests that indirective indexing developed from a contraction of a verb and auxiliary with an object prefix into the single verb form: V + o-Aux-s -> o-V-r-s."
constr249-cparam2,constr249,cparam2,cparam2-c2,,fedden-2010,no flagging,
constr249-cparam3,constr249,cparam3,cparam3-c2,,fedden-2010,no flagging,
constr249-cparam4,constr249,cparam4,cparam4-c8,ex1206,fedden-2010,suffixes,"Indexing is indirective insofar as the T is marked by classifier prefixes as with monotransitives and, while R is marked by recipient suffixes. The form of the recipient suffix additionally includes an -n. Fedden (2008++) explains the appearance of an extra -n- in the R suffix, as a vestige of the old auxiliary verb –n- (meaning ‘give’?). In other verbs he (following Foley) suggests that indirective indexing developed from reanalysis of a verb and auxiliary into the single verb a form: o-V + o-Aux-s -> o-V-r-s. Thus a special series of indirective indexing developed from a contraction of object prefixes with the old auxiliary."
constr249-cparam5,constr249,cparam5,cparam5-c5,,fedden-2010,prefixes,"As with the basic ditransitive verbs (perfective and imperfective) with the zero GIVE, T is marked by classifier prefixes, also indexing P of some monotransitives."
constr249-cparam6,constr249,cparam6,cparam6-c2,,fedden-2010,neutral,
constr249-cparam7,constr249,cparam7,cparam7-c2,,fedden-2010,indirective,"Indexing is indirective insofar as the T is marked by classifier prefixes as with monotransitives and, while R is marked by recipient suffixes. Fedden explains the appearance of an extra -n- in the R suffix, as a vestige of the old auxiliary verb –n- (meaning ‘give’?). In other verbs he (following Foley) suggests that indirective indexing developed from reanalysis of a verb and auxiliary into the single verb a form: o-V + o-Aux-s -> o-V-r-s. Thus a special series of indirective indexing developed from a contraction of object prefixes with the old auxiliary."
constr250-cparam2,constr250,cparam2,cparam2-c2,,fedden-2010,no flagging,
constr250-cparam3,constr250,cparam3,cparam3-c2,ex1207,fedden-2010,no flagging,
constr250-cparam4,constr250,cparam4,cparam4-c8,,fedden-2010,suffixes,"R is marked by the recipient suffixes, which are similar to non-productive object prefixes of very few monotransitives, but differ from them in position, and slightly in form. Additionally the recipient is introduced by the applicative ‘give’ (in the perfective)."
constr250-cparam5,constr250,cparam5,cparam5-c4,,fedden-2010,none or prefix,With most applicative verbs there is no indexing of the Theme on the verb.
constr250-cparam6,constr250,cparam6,cparam6-c2,,fedden-2010,neutral,
constr250-cparam7,constr250,cparam7,cparam7-c2,,fedden-2010,indirective,"Indexing is indirective insofar as the T is unmarked (like P of most ditransitives), while R is marked by recipient suffixes."
constr248-cparam1,constr248,cparam1,cparam1-c1,,fedden-2010,dominant R > T,"Most usual word order is: A R T V, with A T R V also possible (but strictly verbs final)."
constr248-cparam11,constr248,cparam11,cparam11-c9,ex1210;ex1211,fedden-2010,unclear,"Mian has two types of relative clause: (a) a prenominal relative clause, and (b) a head-internal relative clause. Both of these constructions are possible for the relativization of the object of a (mono-)transitive verb. In pronominal relative clauses the verb retains the finite agreement. Prenominal strategy allows for R relativization (it is not clear if T can be also relativized). Under R relativization, the verb retains its (recipient) agreement. Internally headed Relative Clauses are partially nominalized as the verb takes the gender suffix; yet the agreement remains intact. Both R and T can be relativized in this way"
