ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Analyzed_Text,Original_Orthography,Translation_Other,Type
ex1724,khmu1256,nàa ùun kə̀ə tèʔ kmúul,nàa	ùun	kə̀ə	tèʔ	kmúul,she	give	[he	POSTP]	the.money,She gave him the money.,,,,svantesson-1983[p.c.],,,,
ex1725,kili1267,ku-sake-si-simia tobaki,ku-sake-si-simia	tobaki,you-give-PL-all	tabacco,You give tabacco to all of them.,,,,senft-1986[35],,,,
ex1726,kili1267,e-seki luleta yena guyau,e-seki	luleta	yena	guyau,he-gives	his.sister	fish	chief,The chief gives his sister the fish.,,,,senft-1986[110],,,,
ex1727,kili1267,gala ba-sake-m buva,gala	ba-sake-m	buva,NEG	1SG-give-2SG	betelnuts,I won’t give you betelnuts.,,,(also p. 114),senft-1986[111],,,,
ex1728,gilb1244,i angan teuaarei te m'ane,i	angan	teuaarei	te	m'ane,1SG	give	that.man	ART	money,I gave that man the money.,,,,groves-etal-1985[110],,,,
ex1729,klam1254,di-dacc'-a ʔa-n honk-s sʔewanʔ-a,di-dacc'-a	ʔa-n	honk-s	sʔewanʔ-a,REDUP-good-OBJ	DECL-I	that-OBJ	give.PL-IND,I gave him good ones.,,,,rude-1988c[662],,,,
ex1730,koda1255,avễ ava-kï orï puvï koḍïtatï,avễ	ava-kï	orï	puvï	koḍïtatï,He(NOM)	she-DAT	one	flower(NOM)	give,He gave her a flower.,,,,ebert-1996[41],,,,
ex1731,ndei1235,Gu agarabo mene yafo-rumu adiya-ne-khe?,Gu	agarabo	mene	yafo-rumu	adiya-ne-khe?,you	thing	this	who-son	give-2SG.FUT-Q,Whom will you give this thing?,,,,vries-1993[43],,,,
ex1732,ndei1235,Khalufo doü nuf-o ri me-adiya,Khalufo	doü	nuf-o	ri	me-adiya,yesterday	sago	me-GEN	to	come-give.3SG.NONFUT,Yesterday he gave sago to me.,,,,vries-1993[51],,,,
ex1733,koon1244,Malanda gé:ní mbwa kwe menó,Malanda	gé:ní	mbwa	kwe	menó,Malanda	give	dog	to	me,Malanda gives me the dog. (French: Malanda me donne le chien.),,,,lamwamu-1973[180],,,,
ex1734,koon1244,ga:ná mbwa kwe Ngu:nu,ga:ná	mbwa	kwe	Ngu:nu,give	dog	to	Ngu:nu,Give the dog to Ngunu. (French: Donne le chien à Ngu:nu.),,,,lamwamu-1973[180],,,,
ex1735,kork1243,ra:ja ra:ma-ke sita-ke ji-khe-nec,ra:ja	ra:ma-ke	sita-ke	ji-khe-nec,king	Ram-OBJ	Sita-OBJ	give-PAST-PERSON,The king gave Sita to Ram.,,,,nagaraja-1999[46],,,,
ex1736,koro1312,nu ife-kha misafi gup-tekhé fédo-p,nu	ife-kha	misafi	gup-tekhé	fédo-p,I	this-ATTR	thing	you-to	give-1SG.INTENT,I want to give there things to you.,,,,enk-vries-1997[82],,,,
ex1737,koro1312,mbisi-fekha nu fédo-m,mbisi-fekha	nu	fédo-m,axe-one	me	give-2SG.IMP,Give me a steel axe!,,,,enk-vries-1997[105],,,,
ex1738,kron1241,àdá-ŋ kìttáabà ò-níimō,àdá-ŋ	kìttáabà	ò-níimō,he.gave-TR	book	DAT-mother,He gave the mother the book.,,,"(also p. 268, 373)",reh-1985[145],,,,
ex1739,bari1284,mátat tín ŋɛrɔ ŋɔ́tɛ̂,mátat	tín	ŋɛrɔ	ŋɔ́tɛ̂,leader	give	child	mother,The leader gave the child to the mother.,,,,cohen-2000[125],,,,
ex1740,bari1284,bɔdɔ tıkın-dá lɛpɛ́ŋ bɔ́ŋgɔ́,bɔdɔ	tıkın-dá	lɛpɛ́ŋ	bɔ́ŋgɔ́,expert	give-QUAL	him	cloth,The expert gave him cloth.,,,"(also p. 11, 81)",cohen-2000[124],,,,
ex1741,kuna1268,dark-oa-m ikka baya-si bia (k)išo-ke,dark-oa-m	ikka	baya-si	bia	(k)išo-ke,woman-the-the	son	bad-to	water	give-AOR,The woman gave water to her bad son.,,,(also p. 47),bender-1996[14],,,,
ex1742,kwai1243,'emeru meru kwate-a boo ba'ita fa-na,'emeru	meru	kwate-a	boo	ba'ita	fa-na,we	1PL.SUBJ	give-3SG.OBJ	pig	big	for-3SG,We gave him a big pig.,,,,keesing-1985[30],,,,
ex1743,kwai1243,kwate-a fa-na wane,kwate-a	fa-na	wane,give-3SG.OBJ	for-3SG	man,Give it to the man.,,,,keesing-1985[33],,,,
ex1744,kwai1243,kwate-a me'e boo fa-na wane,kwate-a	me'e	boo	fa-na	wane,give-3SG.OBJ	TAM	pig	for-3SG	man,Give the man a share of pork.,,,,keesing-1985[150],,,,
ex1745,lada1244,ŋe ṭhuggu-ələ pene təŋŋət,ŋe	ṭhuggu-ələ	pene	təŋŋət,I.ERG	child-DAT	money(ABS)	give,I give money to the child.,,,,koshal-1979[70],,,,
ex1746,lakk1252,buttal dušnin lu bullunni,buttal	dušnin	lu	bullunni,father.ERG	girl.DAT	book	give,The father gave the daughter a book.,,,,zirkov-1955[41],,,,
ex1747,lepc1244,Go kaju-ká kám zo bi.,Go	kaju-ká	kám	zo	bi.,1SG	dog-LOC	little.bit	food	give,I gave so food to the dog.,,,,plaisier-2003[711],,,,
ex1748,lezg1247,Ruš-a gadadi-z cük ga-na.,Ruš-a	gadadi-z	cük	ga-na.,girl-ERG	boy-DAT	flower	give-AOR,The girl gave a flower to the boy.,,,,ch09haspelmath1993[88],,,,
ex1749,lill1248,ʔú'ən,ʔú'ən,give,to give somebody something,,,,eijk-1997[159],,,,
ex1750,lill1248,ʔúm'ən-c-as kw-s-Mom tikk̮'wál̮'usa,ʔúm'ən-c-as	kw‿s-Mom	ti‿kk̮'wál̮'us‿a,give-1SG.OBJ-3SG.SUBJ	X-ART-Mom	ART.basket,Mom gave me a basket.,,,,eijk-1997[229],,,,
ex1751,lill1248,ʔúm'n-as kw-s-ʃam tic'qáx̌ʔa,ʔúm'n-as	kw‿-s-ʃam	ti‿c'qáx̌ʔ‿a,give-3SG.SUBJ	ART-X-Sam	horse,He gave Sam a horse.,,,,eijk-1997[229],,,,
ex1752,nucl1327,i da-w-ik arnikgan mimilung d-∅-inymuldi-rri=wany,i	da-w-ik	arnikgan	mimilung	d-∅-inymuldi-rri=wany,yes	DEF-G1-DISTAL	old.woman	teacher	1MIN.OBJ-3.SUBJ-give-PAST.IMPFV=DUR,"Yes, that old woman always used to give me tucker",,,,harvey-2001[103],,,,
ex1753,lisu1250,ŋwa33 la33 su44 tɛ55 tho21ɣɯ21 gɯ21 o44,ŋwa33	la33	su44	tɛ55	tho21ɣɯ21	gɯ21	o44,I	come	NML2	OBJ	book	give	PFV,I gave the person who came a book.,,,(also p. 227),bradley-2003[229],,,,
ex1754,araw1276,Da-siki-fa no ly-myn.,Da-siki-fa	no	ly-myn.,I-give-FUT	it	him-BEN,I will give it to him.,,,"(also p. 55, 84, 109ff, 65)",pet-1987[56],,,,
ex1755,loni1238,yo itɛwɛ ɛnɛyan ilɛ ɛtɛ iy.,yo	itɛwɛ	ɛnɛyan	ilɛ	ɛtɛ	iy.,I	1SG.give	food	3SG.go	to	he,I gave food to him.,,,,hamel-1994[53],,,,
ex1756,loni1238,yo itɛeɛy ilɛ ɛtɛ iy,yo	itɛeɛy	ilɛ	ɛtɛ	iy,I	1SG.give	3SG.go	to	he,I gave it to him.,,,,hamel-1994[53],,,,
ex1757,loni1238,iy ipwɛy imɛ ɛtɛ yo.,iy	ipwɛy	imɛ	ɛtɛ	yo.,he	3SG.say	3SG.come	to	me,He said it to me.,,,,hamel-1994[129],,,,
ex1758,long1395,Tai hou na ho ade-a wini-o?,Tai	hou	na	ho	ade-a	wini-o?,what	thither	3SG	IRR	give-3SG	DDAT-2SG,What will I give you?,,,,hill-2002[555],,,,
ex1759,lund1266,n-e-enka mwaana mukaanda,n-e-enka	mwaana	mukaanda,1SG-PST-give	child	book,I gave the child a book. (?),,,,givon-kawasha-1999[5],,,,
ex1760,lund1266,n-a-mw-iinka mukaanda,n-a-mw-iinka	mukaanda,1SG-PST-3SG.OBJ-give	book,I gave him/her a book.,,,,givon-kawasha-1999[6],,,,
ex1761,male1284,né ne mesʾápp-ó ʔóó-m ʔing-é-y,né	ne	mesʾápp-ó	ʔóó-m	ʔing-é-y,2SG.NOM	2SG.GEN	book-ABS	who-DAT	give-PFV-Q,To whom did you give your book?,,,"(also p. 62, 201)",amha-2001[86],,,,
ex1762,macu1259,Jesus-ya tî-maimu tîrî-ʾpî tî-n-aipontî'-san pia,Jesus-ya	tî-maimu	tîrî-ʾpî	tî-n-aipontî'-san	pia,Jesus-ERG	REFL-word	give-PST	3RF-NOM-send-NOM	to,Jesus gave his word to those he had sent.,,,,abbott-1991[39-40],,,,
ex1763,macu1259,i-tîrî-'pî-i-ya,i-tîrî-'pî-i-ya,3.OBJ-give-PST-3.SBJ-ERG,He gave it (to him).,,,,abbott-1991[66],,,,
ex1764,macu1259,i-tîrî-'pî-u-ya,i-tîrî-'pî-u-ya,3.BJ-give-PST-1.SUBJ-ERG,I gave it to him.,,,,abbott-1991[84],,,,
ex1765,nucl1460,Hasan a-barriq pesse ḍaq kanaq jhuwa.,Hasan	a-barriq	pesse	ḍaq	kanaq	jhuwa.,Hasan	AV-give	money	to	child	that,Hasan gave money to that child.,,,"(also p. 52, 53)",davies-1999[25],,,,
ex1766,maip1247,pi-taà nu-che antesjo,pi-taà	nu-che	antesjo,2SG-give	1SG-to	spyglass,Give me the spyglass.,,,,zamponi-2003a[49],,,,
ex1767,mait1250,həm hun-ka kitab də-it ch-iəinh,həm	hun-ka	kitab	də-it	ch-iəinh,I	he-DAT	book	give-IMPF	AUX.PRES-1>3HON,I gave him a book.,,,,yadav-2003[492],,,,
ex1768,maka1318,hif-i·=bit=s Maria cʾakwa·-qapt,hif-i·=bit=s	Maria	cʾakwa·-qapt,ROOT-give=PAST=1SG.IND	Maria	one-round.object,I gave Maria a dollar.,,,,davidson-2002[121 (to 124)],,,,
ex1769,mamc1234,ma tzaj t-q'o-˥n Mal xkoo˥ya w-ee-ky',ma	∅-tzaj	t-q'o-˥n	Mal	xkoo˥ya	w-ee-ky',RECP	3SG.ABS	3SG.ERG-give-DIR	Maria	tomato	1SG-DAT-1SG,Maria gave me a tomato.,,,(also 183),engl--1983[279],,,,
ex1770,maor1246,I hoatu ahau i te maaripi ki tana hoa maa Hone,I	hoatu	ahau	i	te	maaripi	ki	tana	hoa	maa	Hone,TA	give	I	ACC	the	knife	to	his	friend	for	John,I gave the knife to John’s friend for John.,,,,bauer-etal-1993[272],,,,
ex1771,maor1246,I hoatu a Mere i te keke ki (or maa) tana tama.,I	hoatu	a	Mere	i	te	keke	ki	(or	maa)	tana	tama.,TA	give	ART	Mary	ACC	the	cake	to	(or	to)	her	son.,Mary gave the cake to her son.,,,,bauer-etal-1993[272],,,,
ex1772,mara1386,karawala ngiye nimpe wut atu,karawala	ngiye	nimpe	wut	atu,money	I.FUT	you.OBJ	give	FUt.AUX,I shall give you some money.,,,,tryon-1970[34],,,,
ex1773,mara1386,tyikirit kengi=na wut ayi,tyikirit	kengi=na	wut	ayi,cigarette	I.NFUT=him.OBJ	give	PST.AUX,I gave him a cigarette.,,,"(also 50, 54, 60)",tryon-1970[49],,,,
ex1774,mara1386,kantu yawa tyinta kanga=na wut ayi,kantu	yawa	tyinta	kanga=na	wut	ayi,man	that	spear	he.NFUT=him.OBJ	give	PST.AUX,He gave the spear to that man.,,,"OBJ.AGR with R, but since this is restrickted to animate NPs, we don´t know whether R behaves differntly from T (which is never in practice human)",tryon-1970[70],,,,
ex1775,mara1378,Sudhā-lā phula de,Sudhā-lā	phula	de,Susha-DAT	flower	give.IMP,Give flowers to Sudha.,,,-lā also for defnite/animate DOs,p-etal-1997[292],,,,
ex1776,mara1378,āʤī nātwā-lā goṣṭa sāŋgte āhe,āʤī	nātwā-lā	goṣṭa	sāŋgte	āhe,grandmother	grandson-DAT	story	telling	AUX,Grandmother is telling a story to the grandson.,,,,p-etal-1997[136],,,,
ex1777,mari1440,ʔiipaa-ny-sh qwaaq kyaa-m,ʔiipaa-ny-sh	qwaaq	kyaa-m,man-DEM-SBJ	deer	shoot-REAL,The man shot the/a deer.,,,,gordon-1986[41],,,,
ex1778,mari1440,Heather-sh Pam kwnhi aay-m,Heather-sh	Pam	kwnhi	aay-m,Heather-SBJ	Pam	basket	give-REAL,Heather gave a basket to Pam.,,,both IO and DO unmarked,gordon-1986[42],,,,
ex1779,mari1440,Pam-sh kwnho m-aay-m,Pam-sh	kwnho	m-aay-m,Pam-SBJ	basket	2-give-REAL,Pam gave you the basket.,,,"the verb agrees with the IO, not with the DO",gordon-1986[42],,,,
ex1780,nort2845,ʿUa tuku ia te tama ʿi te kui,ʿUa	tuku	ia	te	tama	ʿi	te	kui,PRF	give	3SG.SUBJ	ART	child	OBJ	ART	mother,He gave the child to the mother.,,,"direct-object marking is omitted in imperatives, and also if there may be some confusion between direct and indirect",lynch-2002a[874],,,,
ex1781,mati1255,Rogeriu mene-ta tʃapa dabipa,Rogeriu	mene-ta	tʃapa	dabipa,Rogeriu	give-IMP	fish	two,Give Rogeriu two fish.,,,,ferreira-2001[50],,,,
ex1782,mati1255,txura epepe Ivan mene-a-ʃ,txura	epepe	Ivan	mene-a-ʃ,pig	1	Ivan	give-PAST-3,He gave Ivan a pig.,,,(also 115),ferreira-2001[109],,,,
ex1783,mats1244,con chami-∅ mibi mene-nu,con	chami-∅	mibi	mene-nu,1.GEN	daughter-ABS	2.ABS	give-INTENT.1,I´m going to give you my daughter. (or I´m going to give you to my daughter.),,,,fleck-2002[381-382],,,,
ex1784,maib1239,au m-kom am m-kah m-me,au	m-kom	am	m-kah	m-me,she	3-write	letter	3-for	3-mother,She writes a letter to/for her mother.,,,,dol-2007[205],,,,
ex1785,mbab1239,almɛg ya-g ndɨ ŋgiɲ birŋgá-ndə,almɛg	ya-g	ndɨ	ŋgiɲ	birŋgá-ndə,meat	give-IMPV	you.ERG	this	old.man-DAT,You give this meat to the old man!,,,,dixon-1991b[371/373],,,,
ex1786,mbay1241,àdə̅ gúsə̀ bɔ̀ɔ̅-ǹ,àdə̅	gúsə̀	bɔ̀ɔ̅-ǹ,gave	money	father-his,He gave the money to his father.,,,,keegan-1997,,,,
ex1787,mbay1241,àdə̅ bɔ̀ɔ̅-ǹ gúsə̀,àdə̅	bɔ̀ɔ̅-ǹ	gúsə̀,gave	father-his	money,He gave the money to his father (?),,,The free word order can in principle lead to ambiguity: M-àdə̅ ɓón̅g ngo̅n ‘I gave the hybra to the boy / I gave the boy to the hybra.’,keegan-1997,,,,
ex1788,mend1266,fé kpaná we,fé	kpaná	we,give	Kpana	to,Give it to Kpana.,,,fé indirective,innes-1971[65],,,,
ex1789,mend1266,nyá gɔ́ a pɛ́nɛ,nyá	gɔ́	a	pɛ́nɛ,me	give	with	penny,Give me a penny.,,,kɔ́ secundative,innes-1971[119],,,,
ex1790,mend1266,pɛ́nɛ ve ndopói we,pɛ́nɛ	ve	ndopói	we,penny	give	child	to,Give the child a penny.,,,fé indirective,innes-1971[119],,,,
ex1791,mend1266,mbeé ji ve kpaná we,mbeé	ji	ve	kpaná	we,rice	this	give	Kpana	to,Give their rice to Kpana.,,,fé indirective,innes-1971[119],,,,
ex1792,mend1266,Kpanâ gɔ́ a mbɛ̇íjî,Kpanâ	gɔ́	a	mbɛ̇íjî,Kpana	give	with	rice,Give Kpana this rice (lit. ‘with this rice’).,,,,innes-1971[119 (or 158)],,,,
ex1793,sanm1295,kwaʔa=ní ɨ̃ɨ̃=ka ità nuù=na.,kwaʔa=ní	ɨ̃ɨ̃=ka	ità	nuù=na.,give=2POL	one=ADD	flower	to=1POL,Give me another flower please.,,,preposition body-part-item nuù (see also p. 111),macaulay-1996[175],,,,
ex1794,miya1266,mə́n tsàa mír Kasham,mə́n	tsàa	mír	Kasham,I	give	money	Kasham,I gave money to Kasham.,,,,schuh-1998[295],,,,
ex1795,mono1275,Betty-auka panana-a u-maka Tom-auka=tɪa,Betty-au	̎ka	panana-a	u-maka	Tom-au	̎ka=tɪa,Betty-ACC	banana-ACC	3SG.ACC-give	Tom-ACC=also,"Give a banana to Betty, and to Tom too.",,,"(see also p. 25, 132f, 140)",norris-1986[30],,,,
ex1796,mono1275,Bettyʜi kumaza'-a i-maka-ti.,Bettyʜi	kumaza'-a	i-maka-	̎ti,Betty(NOM)	bread-ACC	1SG.ACC-give-TNS,Betty gave me bread.,,,,norris-1986[23],,,,
ex1797,nucl1458,u-p-ik-em,u-p-ik-em,3SG.F.SUBJ.AG-give-3PL.REC-3PL.THM,,,,,vormann-scharfenberger-1914[54 ?],,,,
ex1798,nucl1458,Manumbiam nuŋunámbo kurúmbe ndeip aka kuande naka kanandúŋge upikem.,Manumbiam	nuŋunámbo	kurúmbe	ndeip	aka	kuande	naka	kanandúŋge	upikem.,Manumbiam	wife	children	coconuts	and	bananas	and	taros	she.gave.them.to.them,"Manumbiam's wife gave the children coconuts, bananas and taros. (German: Manumbian's Frau hat den Kindern Nüsse, bananen und Taro gegeben.)",,,(also p. 54),vormann-scharfenberger-1914[9],,,,
ex1799,mose1249,Yäe tye-te jiri-s kirijka yäetyiʾ otyiʾ,Yäe	tye-te	jiri-s	kirijka	yäetyiʾ	otyiʾ,1SG	give-3M.OBJ	one-F	book[F]	1SG.M	brother,I gave a book to my brother.,,,,sakel-2002[153f],,,,
ex1800,siwa1245,nii ong miika o-m-i-ng,nii	ong	miika	o-m-i-ng,1SG	DEM+M	betel	give-1O-2A-PAUC/DL+IMP,Give that betel mixtual (in your mouth) to me.,,,,onishi-2000[118],,,,
ex1801,mund1325,hɛ̅ súŋkù hīŋ yɛ́l-yà,hɛ̅	súŋkù	hīŋ	yɛ́l-yà,donner	argent	donner	enfant-POSS.3SG,Il a donné l’argent à son entfant.,,,(also p. 510),elders-2000[511],,,,
ex1802,mwag1236,n-sin caan n-wur,n-sin	caan	n-wur,1SG-give	hoe	PREP-3MASC,I gave him a hoe.,,,,frajzyngier-1993[201],,,,
ex1803,musg1254,mùn áyə́-ní ìyém ày pə̀hś,mù	n	áy	ə́-ní	ìyém	ày	pə̀hś,I	give-him	water	to	horse,I give the horse water.,,,,meyer-bahlburg-1972[175],,,,
ex1804,musg1254,à sì-ŋ-kì sí,à	sì-ŋ-kì	sí,he	give-it-you	it,He gave it to you.,,,"pronominal DO-IO (cf. p. 92, 95)",meyer-bahlburg-1972[174],,,,
ex1805,musg1254,mù sə̀-ŋ-ní yáŋá,mù	sə̀-ŋ-ní	yáŋá,I	give-it-him	PRF,I gave it to him.,,,,meyer-bahlburg-1972[95],,,,
ex1806,musg1254,mù sə̀-ní t-a̍,mù	sə̀-ní	t-a̍,I	give-him	my-hand,I give him my hand.,,,"pronoun - full NP; this language is much like French: nominal object with preposition, pronominal different only in 3rd person",meyer-bahlburg-1972[95?],,,,
ex1807,muss1246,Rila e tau=la bua ta Manola,Rila	e	tau=la	bua	ta	Manola,Rilu	3SG	give=PF	betelnut	DAT	Manola,Rilu gave some betelnut to Manola.,,,,ross-2002b[163-164],,,,
ex1808,naba1256,geŋ gạ-ya-p ni,geŋ	gạ-ya-p	ni,2SG	2SG.OBJ-give-1SG.PRS	eat,I give it to you to eat.,,,,fabian-etal-1998[60],,,,
ex1809,naba1256,mam-in sirdem remaŋ ma-ind-a-p,mam-in	sirdem	remaŋ	ma-ind-a-p,mother-3PL.POSS	pain	much	CONT-3PL.OBJ-give-3PL.PRS,They give its mother much pain.,,,,fabian-etal-1998[44],,,,
ex1810,yale1246,Bo Wöku me kredi në-d-∅-ë-o,Bo	Wöku	me	kredi	në-d-∅-ë-o,I	Weku[F]	ACC	pig	1.SUBJ-give-3SGF.OBJ-SG.SUBJ-INDIC,I give Weku the pig.,,,,campbell-campbell-1987[72],,,,
ex1811,yale1246,Bo Asi me kredi në-dë-d-ë-o,Bo	Asi	me	kredi	në-dë-d-ë-o,I	Asi[M]	the	pig	1SUBJ-give-2S.M.OBJ-SG.SUBJ-INDIC,I give Asi the pig,,,,campbell-campbell-1987[72 ?],,,,
ex1812,tete1251,kɪ-maka-la,kɪ-maka-la,him-give-it,Gave him (it)!,,,,tuggy-1979[112],,,,
ex1813,tete1251,nieč-maka,nieč-maka,1SG-give,gives me (it).,,,,tuggy-1979[108],,,,
ex1814,tete1251,o-kɪ-maka-kɪ probliema-s,o-kɪ-maka-kɪ	probliema-s,PST-him-give-PRF.PL	problem-PL,They gave him troubles.,,,,tuggy-1979[23],,,,
ex1815,tete1251,no-k-on-maka-k,no-k-on-maka-k,I-him-hence-give-PRF,I (went and) gave it to him.,,,,tuggy-1979[92],,,,
ex1816,sout2994,Bo2la3-nxa3ka2 in3txa2 ũ3hũ1-na1-tu1-wa2.,Bo2la3-nxa3ka2	in3txa2	ũ3hũ1-na1-tu1-wa2.,ball-CLF.sphere	man	give-OBJ.3SG-1SG-FUT.IMPF,I’ll give the ball to the man.,,,(also p. 4),kroeker-2001[12],,,,
ex1817,sout2808,Kdokotela uphe abantwana umuthi.,Kdokotela	uphe	abantwana	umuthi,doctor	3SG.give.PST	children	medicine,The doctor gave the children medicine.,,,,bowern-lotridge-2002[21],,,,
ex1818,djee1236,bábba ka-bé-na mámam bindi-wú-na míbbarda,bábba	ka-bé-na	mámam	bindi-wú-na	míbbarda,father	3SGM.S-go-REM	grandmother	3SG.A+3O-give-REM	bardicoot,My father went an gave a bardicoot to my two grandmother.,,,"(also p. 191, 206, 210, 208, 218, 227)",mckay-2000[191],,,,
ex1819,djee1236,kórnka bi-rri-wú-na,kórnka	bi-rri-wú-na,yams	3PL.A-3SGM.O-give-REMOTE,They gave him yams.,,,,mckay-2000[280],,,,
ex1820,nepa1252,gərib-lai pəisa dine hunchə,gərib-lai	pəisa	dine	hunchə,poor-DAT	money	give.INF	be.3SG.PRS,It is good to give money to the poor.,,,,riccardi-2003[572],,,,
ex1821,ngal1293,Gu-∅-weʔ-wu-u ṇugopo-ŋoji,Gu-∅-weʔ-wu-u	ṇugopo-ŋoji,3-3SG<3SG-water-give-PRS	husband-her,She gives her husband water.,,,,merlan-1983[50],,,,
ex1822,wang1291,guya=ndu=na ŋu-nhi,guya=ndu=na	ŋu-nhi,fish(ABS)=you.NOM=he.ABS	give-PST,You gave him fish.,,,syntactically ambigous,donaldson-1980[131],,,,
ex1823,wang1291,guya=ndu bura:y ŋu-nhi,guya=ndu	bura:y	ŋu-nhi,fish(ABS)=you.NOM	child(ABS)	give-PST,You gave a child fish.,,,syntactically ambigous,donaldson-1980[132],,,,
ex1824,nhan1238,arnmanu̅-lu ingii nyarlu-nha wur'a,arnmanu̅-lu	ingii	nyarlu-nha	wur'a,man-ERG	give.PST	woman-ACC	money,The man gave the woman money.,,,(also p. 87),blevins-2001[90],,,,
ex1825,nhan1238,ngayi ingii uthu thundu,ngayi	ingii	uthu	thundu,I	give.PST	dog	meat,I gave meat to the dog.,,,"(also p. 50, 80, 131)",blevins-2001[128],,,,
ex1826,nisg1240,tim kin̉ám-ə-ỷ=t liki:-ʔaká ʔa=s[t] Máry,tim	kin̉ám-ə-ỷ=t	liki:-ʔaká	ʔa=s[t]	Máry,FUT	give-X-X=X	something-something	to=to	Mary,I am going to give something to Mary.,,,(also p. 454f),tarpent-1987[341f],,,,
ex1827,niue1239,Age e fua Loku ki a ia,Age	e	fua	Loku	ki	a	ia,give	ABS	fruit	papaya	to	PERS	him,Give him the papaya.,,,(also p. 36),seiter-1980[32],,,,
ex1828,gily1242,ymyk kasandas p'oɣ̍la kʿim-ḍ,ymyk	kasandas	p'oɣ̍la	kʿim-ḍ,mother	pencil	child	give-FIN,Mother gave the child a pencil.,,,,panfilov-1962[46],,,,
ex1829,chig1238,n-ka-ha omworo empiiha,n-ka-ha	omworo	empiiha,1SG-RP-give	poor.man	money,I gave the poor man money.,,,(also p. 43),taylor-1985[92],,,,
ex1830,chig1238,n-ka-gi-mu-ha,n-ka-gi-mu-ha,I-PST-it-him-give,I gave it to him.,,,(also p. 439),taylor-1985[92],,,,
ex1831,sout2895,Pene rui kupua osi-ki,Pene	rui	kupua	osi-ki,don’t	give	sickness	to-3SG,Don’t give her sickness.,,,,bolton-1990[101f],,,,
ex1832,sout2895,I-rui kepen osi au,I-rui	kepen	osi	au,3SG-give	money	to	I,He gave money to me.,,,,bolton-1990[116f],,,,
ex1833,kenu1236,ogìčki dúngit tíddi,ogìčki	dúngit	tíddi,man.DAT	money.ACC	I.give,I give the man the money,,,,armbruster-1960[366],,,,
ex1834,kenu1236-2,ay it-ti ka:g tir-s-i,ay	it-ti	ka:g	tir-s-i,I	man-ACC	house.ACC	give-PST-1SG,I gave the man the house.,,,,abdel-hafiz-1988[231],,,,
ex1835,kenu1236-2,buru ay-gi kitaip-ki de:s-s-u,buru	ay-gi	kitaip-ki	de:s-s-u,girl	I-ACC	book-ACC	give-PAST-3SG,The girl gave me a book.,,,,abdel-hafiz-1988[231],,,,
ex1836,noot1239,hin-i˙=si=ƛa˙ hičma ḥawʾi˙h,hin-i˙=si=ƛa˙	hičma	ḥawʾi˙h,root-give=1SG=again	torch	chief.PL,Again I gave torches to the chiefs.,,,,davidson-2002[121( to 124)],,,,
ex1837,toho1245,k maak g čɨoǰ g gogs g čuukhug,k	maak	g	čɨoǰ	g	gogs	g	čuukhug,INTROD	give	ART	man	ART	dig	ART	meat,And the man is giving the dog meat.,,,"(also p. 111, 124)",saxton-1982[108],,,,
ex1838,east2652,xennáa ifíi-f xanne,xennáa	ifíi-f	xanne,present	self-DAT	give,He gave himself a present.,,,,owens-1985[197],,,,
ex1839,east2652,súurá ifí namaa-f hin-xánnu,súurá	ifí	namaa-f	hin-xánnu,picture	self	anyone-DAT	NEG-give,I don’t give a picture (?) of myself to anyone.,,,,owens-1985[197],,,,
ex1840,east2652,nama sún intalaa-f xennáa xannisiis-e,nama	sún	intalaa-f	xennáa	xannisiis-e,man	that	girl-DAT	present	give.CAUS-PST,He made that man give the girl a present.,,,also benefactive (Owens 1985: 115),owens-1985[99],,,,
ex1841,orya1242,Ano bian-na teala-sa Lukas hap lop ta-bla-k-a,Ano	bian-na	teala-sa	Lukas	hap	lop	ta-bla-k-a,my	father-DEF	money-ACC	Lukas	DAT	take.ACC.PL	NOM.SG.ACC.PL-DAT.SG-PAST-NOM.M,My father gave money to Lukas.,,,,fields-1997[239],,,,
ex1842,paez1247,ûʾkwe lu:tş-aʾs şûp̧ pu:ts-u-ts-thu,ûʾkwe	lu:tş-aʾs	şûp̧	pu:ts-u-ts-thu,my	child-DAT	corn	feed-IMPF-PROG-DECL.1SG,I feed my child corn.,,,,jung-1989[76],,,,
ex1843,paez1247,lu:tş-aʾs tşitş ûs-thu ûʾ-kanh,lu:tş-aʾs	tşitş	ûs-thu	ûʾ-kanh,child-DAT	meat	give-DECL.1SG	eat-FIN.PURP,I give my child meat to eat.,,,"also allative (p. 122, 157)",jung-1989[182],,,,
ex1844,dumb1241,kó pá nrè xì-re wââ yò nrí,kó	pá	nrè	xì-re	wââ	yò	nrí,I	ASSERT	FUT	give-ACT	cloth	to	him/her,I will give her cloth.,,,,paita-shintani-1990[248],,,,
ex1845,paiw1248,kusupavayan,kusupavayan,I.you.give,I will give it to you.,,,,egli-1990[156],,,,
ex1846,paiw1248,urhi tjemumal aken tjanu-sun,urhi	tjemumal	aken	tjanu-sun,FUT	say.AF	I	OBL-you,I will say it to you.,,,,egli-1990[194],,,,
ex1847,paiw1248,kupinavayan a alak tua alu,kupinavayan	a	alak	tua	alu,I.gave	NOM	child	OBL	sugar,I gave the child sugar.,,,,egli-1990[194],,,,
